Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF
42-329417400000,PARKS FIELD UNIT 2 1807LH,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,2/26/2018,8985,421910,18400600,,47,2048,1,736,1495,410.1,0.054,0.150466343,9015.9,1.5
42-003475680000,"UNIVERSITY ""7-43"" 114H",PIONEER,ANDREWS,LOWER SPRABERRY,12/15/2017,9837,414740,22790134,,42.2,2317,1.3,693,1126,366,0.072,0.161264716,9605.2,1.6
42-461406140000,GRACE '45-1' 4402H,PIONEER,UPTON,WOLFCAMP B,2/10/2018,7826,346481,12864121,,44.3,1644,0.9,374,648,397.3,0.08,0.301862169,9613.6,1.5
42-227391870000,BIG EL 45-04 1SH,LAREDO,HOWARD,LOWER SPRABERRY,2/7/2018,9435,384466,19908577,,40.7,2110,1.2,408,374,303.1,0.066,0.231403448,7329.2,1.6
42-003476040000,UL MASON WEST UNIT 10LS,DIAMONDBACK,ANDREWS,LOWER SPRABERRY,12/16/2017,12897,475186,10242033,,36.8,794,0.5,810,530,299.9,0.068,0.228922583,9571.2,1.6
42-317409400000,MCMURRY-CRIM 50 105HA,"VENCER ENERGY, LLC",MARTIN,WOLFCAMP A,5/31/2018,7450,229758,8623885,,30.8,1158,0.9,103,268,289.7,0.065,0.198182176,8577,2
42-461406430000,GRACE 45 AND 1 4204H,PIONEER,UPTON,WOLFCAMP A,2/14/2018,7791,287728,12061063,,36.9,1548,1,129,2202,331.3,0.085,0.042146184,9107.4,1.5
42-329419250000,LYNCH A HZ 37HM,APACHE,MIDLAND,WOLFCAMP B,4/9/2018,7780,468651,12935989,,60.2,1663,0.7,370,3295,135,0.075,0.080909048,9846.4,1.5
42-173377070000,BARBEE B 2-1 (ALLOC-D) 4SU,LAREDO,GLASSCOCK,WOLFCAMP A,1/23/2018,10362,346163,18872462,,33.4,1821,1.3,235,1805,299.1,0.059,0.069915126,7385.3,1.6
42-329419360000,HOGAN 1-13-D 4207H,PIONEER,MIDLAND,WOLFCAMP A,8/1/2019,7153,465370,17988362,,65.1,2515,0.9,334,,210.7,0.066,0.099118193,9488.4,1.5
42-329419560000,BANAY BB 04WB,SUMMIT PETROLEUM,MIDLAND,WOLFCAMP B,12/15/2018,10052,0,0,,,,,612,1231,153.4,0.064,0.06339366,9702.1,1.5
42-173377180000,COLT 45 8HA,CROWNQUEST,GLASSCOCK,WOLFCAMP A,11/2/2019,10075,0,0,,,,,399,4922,237.6,0.075,0.176584521,8441.6,1.6
42-317409210000,GREENE 301WB,LARIO OIL & GAS,MARTIN,WOLFCAMP B,2/18/2018,8510,373528,12841412,,43.9,1509,0.8,396,392,244.4,0.062,0.291070128,9044.4,2
42-173377020000,HOUSTON-WELLS 2U 21H,PIONEER,GLASSCOCK,WOLFCAMP B,7/21/2018,12572,586200,55493894,,46.6,4414,2.3,636,1705,215.7,0.077,0.273360687,8862.3,1.6
42-317409960000,SALE RANCH W14K 111H,PIONEER,MARTIN,WOLFCAMP B,5/1/2018,7172,394083,30050565,,54.9,4190,1.8,553,2377,207.7,0.057,0.259605305,9362.3,2
42-461406930000,WINDHAM TXL B1 3008LH,CONOCOPHILLIPS,UPTON,LOWER SPRABERRY,7/13/2018,10302,502410,20728887,,48.8,2012,1,704,,415.2,0.062,0.170677144,8970.8,1.5
42-329419660000,BLACKFOOT WEST UNIT 704WB,DIAMONDBACK,MIDLAND,WOLFCAMP B,10/31/2018,10051,577212,0,,57.4,0,0,441,2791,130.6,0.064,0.194727064,9787.9,1.5
42-227393360000,MIDDLETON UNIT A 47-38 2AH,SURGE OPERATING,HOWARD,WOLFCAMP A,3/25/2018,9264,387626,19651717,,41.8,2121,1.2,561,1466,315.8,0.083,0.236678105,8036.2,1.6
42-329420630000,"SCHARBAUER, C. 0033WB",CHEVRON,MIDLAND,WOLFCAMP A,12/7/2018,10321,812526,31568892,,78.7,3059,0.9,507,897,269.8,0.039,0.09314741,9614.1,1.5
42-317411180000,BERLINDA ANN 2345WA,SM ENERGY,MARTIN,WOLFCAMP A,8/23/2018,10347,535933,19321940,,51.8,1867,0.9,467,1364,272.5,0.073,0.178711232,8121.6,2
42-227393750000,HOTS UNIT 34 2AH,SURGE OPERATING,HOWARD,WOLFCAMP A,3/18/2018,5731,228852,12129071,,39.9,2116,1.3,245,535,320.5,0.078,0.208421939,8049,1.6
42-227394490000,MORGAN RANCH 27-34 UNIT 1H,HANNATHON PETROLEUM,HOWARD,LOWER SPRABERRY,5/28/2018,10350,745723,28879214,,72.1,2790,0.9,473,480,412.3,0.038,0.233762139,6413.6,1.6
42-383401290000,HICKMAN 206-223 ALLOC A4 32HA,FDL,REAGAN,WOLFCAMP A,8/4/2018,9848,224785,17064368,,22.8,1733,1.8,105,,338.6,0.07,0.168935312,7348.2,1.5
42-317412500000,THELMA B 15WA,DIAMONDBACK,MARTIN,WOLFCAMP A,9/17/2018,8310,268690,14960087,,32.3,1800,1.3,909,902,218.8,0.059,0.207907029,9412.4,2
42-329422770000,TRAILAND B UNIT 3902WB,DIAMONDBACK,MIDLAND,WOLFCAMP B,9/6/2018,7732,412836,14080795,,53.4,1821,0.8,375,2234,139.6,0.054,0.588829213,9806.6,1.5
42-383401490000,UNIVERSITY 09C 0105WB,SEQUITUR,REAGAN,WOLFCAMP B,8/18/2018,10482,525022,25775860,,50.1,2459,1.2,596,875,329.5,0.06,0.272562366,8382.4,1.5
42-003477250000,MABEE 240A X11 4406AH,CONOCOPHILLIPS,ANDREWS,,3/25/2019,11334,539881,24673185,,47.6,2177,1.1,430,562,0,0,0,,1.6
42-329422990000,GBG 41/38 UNIT 0021WB,CHEVRON,MIDLAND,WOLFCAMP B,5/14/2019,7642,460411,12611421,,60.2,1650,0.7,651,1845,164.8,0.052,0.073505947,9622.5,1.5
42-383401550000,UNIVERSITY 09C 3603WB,SEQUITUR,REAGAN,WOLFCAMP B,8/12/2018,10459,0,0,,,,,662,1141,320.1,0.06,0.245399708,8402.1,1.5
42-317413510000,FLO A 16BU,DIAMONDBACK,MARTIN,WOLFCAMP B,1/28/2019,12956,422742,23044459,,32.6,1779,1.3,471,2148,169.6,0.061,0.222730278,9564.7,2
42-227395610000,OLD TOM UNIT B 21-28 5AH,SURGE OPERATING,HOWARD,WOLFCAMP A,7/15/2018,9151,362816,19252718,,39.6,2104,1.3,602,1643,427.3,0.067,0.071228045,7592.2,1.6
42-329423960000,CRAWFORD-TANK FARM NE7R 118H,PIONEER,MIDLAND,WOLFCAMP B,1/24/2020,12572,649735,21421658,,51.7,1704,0.8,505,383,171.5,0.094,0.189948219,9689.3,1.5
42-317414090000,VINEYARD HZ F UNIT 9701WA,DIAMONDBACK,MARTIN,WOLFCAMP A,3/21/2019,9951,0,0,,,,,364,191,279.8,0.063,0.187038334,9751.3,2
42-461408060000,CARLA EAST B 6223LH,CONOCOPHILLIPS,UPTON,LOWER SPRABERRY,12/4/2018,10260,523899,22910675,,51.1,2233,1,463,499,356.2,0.053,0.146180906,8693.1,1.5
42-383402550000,EAGLEHEAD 'C' A4 36AH,SEQUITUR,REAGAN,WOLFCAMP A,9/8/2018,7277,295345,2902718,,40.6,399,0.2,430,711,410.9,0.067,0.07718692,8478.7,1.5
42-227395190000,WR VITEX 1AA,CROWNQUEST,HOWARD,WOLFCAMP A,7/14/2019,10170,516820,21051831,,50.8,2070,1,687,1300,268.8,0.071,0.16218515,8226.7,1.6
42-329425290000,LYNCH A HZ 28HS,APACHE,MIDLAND,LOWER SPRABERRY,2/8/2019,7556,477891,17215007,,63.2,2278,0.9,249,269,398.4,0.08,0.177798594,9253.5,1.5
42-317414450000,UL 2631 07MB,DIAMONDBACK,MARTIN,MIDDLE SPRABERRY,11/22/2018,7162,221888,11030463,,31,1540,1.2,96,619,254.1,0.066,0.122195781,8821.8,2
42-317414440000,HANG NAIL E 5LM,CROWNQUEST,MARTIN,LOWER SPRABERRY,4/19/2019,10177,502505,20335705,,49.4,1998,1,345,1097,533.8,0.061,0.252044173,8708.7,2
42-227396340000,HAMLIN UNIT 20-29 5AH,SURGE OPERATING,HOWARD,WOLFCAMP A,12/5/2018,6601,260230,14060191,,39.4,2130,1.3,232,443,499.8,0.079,0.089226692,7683.2,1.6
42-227396360000,JOSEPHINE 37-36 1AH,LAREDO,HOWARD,WOLFCAMP A,10/7/2018,9652,475180,14988884,,49.2,1553,0.8,838,206,346.8,0.058,0.264578101,7364.3,1.6
42-329424920000,CUNNINGHAM 37H 8H,PIONEER,MIDLAND,WOLFCAMP A,4/7/2019,9872,463214,16666524,,46.9,1688,0.9,444,1175,349.5,0.069,0.14241049,9133.5,1.5
42-317415390000,PARKER FARMS NS 25-28 02 102H,DIAMONDBACK,MARTIN,WOLFCAMP A,2/22/2019,9926,0,0,,,,,290,2444,262.9,0.074,0.146421961,8466.1,2
42-317415500000,"JOHNSON, TED 304H",CONOCOPHILLIPS,MARTIN,DEAN,7/11/2019,9619,394736,17400342,,41,1809,1.1,380,,193.7,0.057,0.497649815,9496.5,2
42-383403220000,WTG 5-233 1BU,EARTHSTONE,REAGAN,WOLFCAMP B,11/7/2018,12515,536414,30691526,,42.9,2452,1.4,634,2445,360.6,0.068,0.257710023,7004.6,1.5
42-329425730000,PRESTON E13H 108H,PIONEER,MIDLAND,WOLFCAMP A,5/19/2019,9872,466524,19731568,,47.3,1999,1,619,1764,291.3,0.08,0.130875095,9006.1,1.5
42-329427030000,PEARL JAM 15WA,EARTHSTONE,MIDLAND,WOLFCAMP A,3/10/2020,5067,249202,9188203,,49.2,1813,0.9,204,717,191.1,0.052,0.073934393,9593.7,1.5
42-329426490000,SPANISH TRAIL 3-10 HZ UNIT 3421H,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,5/8/2019,6432,297225,11868193,,46.2,1845,1,369,1407,322.4,0.06,0.202430109,9316.2,1.5
42-317416500000,TEXACO 41-MCMURRY B 40 104HB,"VENCER ENERGY, LLC",MARTIN,WOLFCAMP A,3/18/2019,10222,477337,15897165,,46.7,1555,0.8,481,937,289.9,0.066,0.197984768,8649,1.6
42-329427180000,TXL 9 UNIT 1 0412AH,EXXON,MIDLAND,WOLFCAMP A,4/18/2019,10354,823075,21418424,,79.5,2069,0.6,417,1085,351.6,0.065,0.118040989,9396.3,1.5
42-317416480000,MATTINGLEY 14-26 UNIT 2 281,ENDEAVOR,MARTIN,WOLFCAMP A,5/4/2019,12283,563844,19696674,,45.9,1604,0.8,871,,251.7,0.058,0.173644966,9361.8,1.6
42-317416420000,MATTINGLEY 14-26 UNIT 2 155,ENDEAVOR,MARTIN,JO MILL,5/1/2019,12280,517194,19687851,,42.1,1603,0.9,177,431,376.5,0.059,0.53547854,8565.9,1.6
42-317416710000,DUPREE A 16BL,DIAMONDBACK,MARTIN,WOLFCAMP B,6/29/2019,9856,323145,17647315,,32.8,1791,1.3,335,1792,171.6,0.066,0.249542621,9587.8,1.6
42-329427550000,TXL 33 UNIT 1 3301BH,EXXON,MIDLAND,WOLFCAMP B,7/11/2019,10241,635571,17493499,,62.1,1708,0.7,804,1971,188.3,0.073,0.273138998,9717,1.5
42-329427680000,WTH 10-3 B 221R,ENDEAVOR,MIDLAND,WOLFCAMP A,2/1/2019,10323,464390,16579782,,45,1606,0.9,552,1903,300.6,0.067,0.13462401,8860,1.5
42-329427900000,DRIVER-SCHROCK 1423 C 8HA,APACHE,MIDLAND,WOLFCAMP A,7/9/2019,7387,380651,12274419,,51.5,1662,0.8,185,1590,411.7,0.074,0.142455651,8690.7,1.5
42-383403690000,HOLT 112-110 (ALLOC-D) S042MB,LAREDO,REAGAN,WOLFCAMP B,2/18/2019,12598,704571,22997054,,55.9,1825,0.8,529,4326,341.8,0.052,0.255118864,7698.1,1.5
42-329427640000,KYLA E 32LB,HENRY RESOURCES LLC,MIDLAND,LOWER SPRABERRY,10/3/2019,10013,469640,20207850,,46.9,2018,1,265,821,402,0.089,0.213183096,8893.2,1.5
42-173379680000,JERSEY 38-47-F 4411H,PIONEER,GLASSCOCK,WOLFCAMP B,8/14/2019,9928,657621,23189716,,66.2,2336,0.8,673,1547,332.2,0.06,0.3613313,8249.6,1.6
42-329428850000,TXL 20 UNIT 1 2942SH,EXXON,MIDLAND,LOWER SPRABERRY,8/4/2019,10341,534401,14572490,,51.7,1409,0.7,118,1083,444.2,0.068,0.161722303,8738.2,1.5
42-227397970000,GUITAR 9X 3HK,OVINTIV,HOWARD,WOLFCAMP A,2/6/2019,5638,0,11175841,,,,,272,684,246.9,0.064,0.072834347,8028.6,1.6
42-461410010000,XBC GIDDINGS ESTATE 1406H,PIONEER,UPTON,LOWER SPRABERRY,6/15/2019,9427,324709,15888641,,34.4,1685,1.2,242,609,515.9,0.061,0.168639844,8245.5,1.5
42-461410300000,PEMBROOK UNIT 1204H,PIONEER,UPTON,JO MILL,6/5/2019,7142,275870,15719785,,38.6,2201,1.4,500,1492,320.3,0.062,0.446715334,8127.1,1.5
42-329429930000,CRAWFORD-TANK FARM NW7M 13H,PIONEER,MIDLAND,WOLFCAMP A,1/7/2020,12351,594223,21140740,,48.1,1712,0.9,1113,2597,261.6,0.076,0.099386683,9409.5,1.5
42-227399190000,PACER BURTON 13-12 4AH,LAREDO,HOWARD,WOLFCAMP A,6/20/2019,9916,565082,19162599,,57,1932,0.8,461,293,428.3,0.054,0.069924833,7331.3,1.6
42-329429430000,TXL 33 UNIT 1 3311 3311AH,EXXON,MIDLAND,WOLFCAMP A,7/26/2019,10217,691502,17031687,,67.7,1667,0.6,989,3834,384.9,0.084,0.081931145,9427.5,1.5
42-317420250000,WOODY 6-35 UNIT 1 222,ENDEAVOR,MARTIN,WOLFCAMP A,9/12/2019,9481,390160,15133921,,41.2,1596,0.9,562,1735,231,0.054,0.144212593,9364.3,1.6
42-329430410000,DAVIDSON 36X 7HJ,OVINTIV,MIDLAND,WOLFCAMP A,9/20/2019,6373,322139,11292550,,50.5,1772,0.8,171,380,374.6,0.082,0.064754359,9339.8,1.5
42-329430620000,BRADFORD TRUST A UNIT 2 0327SH,EXXON,MIDLAND,LOWER SPRABERRY,2/7/2020,6850,440797,10281623,,64.3,1501,0.6,215,1431,481.7,0.058,0.18577569,8848.8,1.5
42-227399930000,URSULA 0848WA,SM ENERGY,HOWARD,WOLFCAMP A,7/16/2019,10449,534209,19528982,,51.1,1869,0.9,338,297,355.8,0.055,0.103548673,7218.2,1.6
42-329431030000,MASSEY A UNIT 2809H,PIONEER,MIDLAND,LOWER SPRABERRY,3/25/2020,12034,698462,29915605,,58,2486,1,1189,1073,392,0.062,0.235523892,8966.8,1.5
42-329431150000,CMC PEONY C 0064WB,CHEVRON,MIDLAND,WOLFCAMP B,1/23/2020,9442,687625,18470483,,72.8,1956,0.6,376,1900,221.8,0.052,0.355423684,9729.5,1.5
42-173381100000,CALVERLEY-LANE 80 108HA,"VENCER ENERGY, LLC",GLASSCOCK,WOLFCAMP A,9/22/2019,7648,369398,11825328,,48.3,1546,0.8,387,1523,505.3,0.072,0.139297574,8527.5,1.6
42-461410690000,NORTH BROOK NE45U 24H,PIONEER,UPTON,WOLFCAMP A,10/18/2019,7172,338813,14353988,,47.2,2001,1,487,3272,324,0.087,0.046510943,9001.2,1.4
42-329431550000,TXL 35 UNIT 1 3802BH,EXXON,MIDLAND,WOLFCAMP B,10/13/2019,10275,567581,17412207,,55.2,1695,0.7,367,2455,191.1,0.071,0.330849427,9741.1,1.5
42-317421560000,UL 0312 W6 12SC,DIAMONDBACK,MARTIN,LOWER SPRABERRY,2/21/2020,9769,282790,15302961,,28.9,1566,1.3,498,719,348.9,0.069,0.171757167,9547.3,1.6
42-329431850000,TXL 21 UNIT 1 1643SH,EXXON,MIDLAND,LOWER SPRABERRY,2/20/2020,10384,450378,14613366,,43.4,1407,0.8,299,993,452.4,0.067,0.167341272,8749.2,1.5
42-461411230000,KENNETT SHERROD 37-48 UNIT 2 281,ENDEAVOR,UPTON,WOLFCAMP B,7/20/2019,7308,307992,11534677,,42.1,1578,0.9,766,1984,339.3,0.079,0.317946811,9409.4,1.4
42-329432280000,GRIDIRON N008MS,DIAMONDBACK,MIDLAND,MIDDLE SPRABERRY,1/3/2021,9283,394012,15830003,,42.4,1705,1,,,272.8,0.103,0.084826077,8547.9,1.5
42-461411440000,XBC-FRANK 427C 103H,PIONEER,UPTON,WOLFCAMP B,1/26/2020,8222,424455,16461094,,51.6,2002,0.9,459,,223.3,0.065,0.212885044,9413,1.4
42-317422420000,PIER 21-24 UNIT 1 124,ENDEAVOR,MARTIN,LOWER SPRABERRY,1/1/2020,9829,429044,15856755,,43.7,1613,0.9,658,2012,425.9,0.052,0.209843689,8991.1,1.6
42-227401510000,AMMIT UNIT 23-14 6AH,SURGE OPERATING,HOWARD,WOLFCAMP A,10/23/2019,9641,348898,19166091,,36.2,1988,1.3,241,1046,262.5,0.082,0.216785596,7936.5,1.6
42-227401500000,WAYMORE 3-6-C 4206H,PIONEER,HOWARD,WOLFCAMP A,10/7/2019,15162,982812,37826391,,64.8,2495,0.9,726,804,336.9,0.06,0.253534383,7868.1,1.6
42-383406180000,UNIVERSITY OWENS 1-6 ALLOC 32 32HA,FDL,REAGAN,WOLFCAMP B,9/30/2019,9855,495705,24801241,,50.3,2517,1.2,189,3469,342.7,0.068,0.258112391,6884,1.5
42-329433450000,MIDKIFF 43-06 0627 0617AH,EXXON,MIDLAND,WOLFCAMP A,4/16/2020,7956,424140,13559422,,53.3,1704,0.8,143,659,353.8,0.066,0.070135863,9172.3,1.5
42-329433030000,GUNS UP N 32-29 4314H,PIONEER,MIDLAND,WOLFCAMP A,12/23/2019,10375,497246,21082999,,47.9,2032,1,657,1269,358.2,0.064,0.12541479,9326.4,1.5
42-461412140000,WARHEAD 0405 A 5HM,APACHE,UPTON,WOLFCAMP B,4/9/2020,7210,507736,18775245,,70.4,2604,0.9,554,892,216.8,0.062,0.168988092,8828.7,1.4
42-383406570000,BULLHEAD 725CN,DISCOVERY,REAGAN,WOLFCAMP B,1/21/2021,9406,626387,19392524,,66.6,2062,0.7,,,371.4,0.069,0.245189641,7846.3,1.5
42-329434640000,RIO SAN MARCOS 36-45 UNIT 1A 143,ENDEAVOR,MIDLAND,MIDDLE SPRABERRY,2/5/2020,9745,421174,15620334,,43.2,1603,0.9,206,142,345.4,0.057,0.158308049,8108.2,1.5
42-461412230000,HANS GRUBER B 1003HU,TRP OPERATING,UPTON,WOLFCAMP B,12/12/2019,5510,400333,16238156,,72.7,2947,1,301,1308,297.5,0.067,0.294084692,8773.9,1.4
42-317423580000,MASSASAUGA 1HD,CROWNQUEST,MARTIN,WOLFCAMP D,11/9/2020,8897,512873,19871183,,57.6,2233,0.9,,,345,0.051,0.48211304,10364.5,1.7
42-329434120000,"HUTT, DONALD L.'C' 3669H",PIONEER,MIDLAND,LOWER SPRABERRY,12/16/2020,7771,357275,15602169,,46,2008,1,,,556,0.048,0.168663069,8707.3,1.5
42-227402520000,MIDDLETON UNIT B 47-38 8SH,SURGE OPERATING,HOWARD,LOWER SPRABERRY,7/9/2020,9011,286989,17600979,,31.8,1953,1.5,,,327.7,0.074,0.212456948,7605.3,1.6
42-317424130000,ZEUS 7-6 UNIT 2 261,ENDEAVOR,MARTIN,WOLFCAMP A,1/30/2020,9697,421607,15620731,,43.5,1611,0.9,644,2523,257.9,0.062,0.092255379,8493.7,1.7
42-227402310000,CHEVRON 3-56 UNIT 7LS,SURGE OPERATING,HOWARD,LOWER SPRABERRY,1/1/2020,9831,487016,20344201,,49.5,2069,1,392,475,235.6,0.06,0.192079987,6518.1,1.6
42-317424650000,DARK STAR UNIT 1 2103BH,EXXON,MARTIN,WOLFCAMP B,5/22/2021,10398,434035,17703670,,41.7,1703,1,,,236.7,0.072,0.356663711,8796.3,1.7
42-317424220000,SALE RANCH W13C 203H,PIONEER,MARTIN,WOLFCAMP B,9/30/2020,9887,391684,16857362,,39.6,1705,1,,,207,0.057,0.2635122,9437,1.7
42-173381870000,LYNDA 41-44 (ALLOC-H) 8SU,LAREDO,GLASSCOCK,WOLFCAMP A,12/21/2019,9936,558644,23677949,,56.2,2383,1,405,969,265.4,0.06,0.094191752,7843.7,1.6
42-329436180000,JOHN BRAUN B UNIT 1 4122SH,EXXON,MIDLAND,LOWER SPRABERRY,11/10/2020,7743,294072,13276687,,38,1715,1.1,,,420.1,0.059,0.21345639,8965.1,1.5
42-329436120000,JOHN BRAUN B UNIT 1 4102BH,EXXON,MIDLAND,WOLFCAMP B,11/10/2020,7715,367559,13118841,,47.6,1700,0.9,,,204.5,0.063,0.176560515,9767.3,1.5
42-317424950000,DARK STAR UNIT 1 & 2 ALLOCATION 2175JH,EXXON,MARTIN,JO MILL,5/27/2021,10381,338281,17938111,,32.6,1728,1.3,,,443,0.082,0.483045011,7698.4,1.7
42-227402980000,ROCKHOUND B 3146WA,SM ENERGY,HOWARD,WOLFCAMP A,12/17/2020,10101,319300,19081260,,31.6,1889,1.4,,,296.1,0.07,0.062512883,8157.6,1.6
42-329436290000,JOHN BRAUN B UNIT 1 4104BH,EXXON,MIDLAND,WOLFCAMP B,12/15/2020,13014,546377,22229030,,42,1708,1,,,200.5,0.065,0.175030792,9771.8,1.5
42-461412980000,RAY REED 32 114H,PIONEER,UPTON,WOLFCAMP A,10/31/2020,12781,581670,25574111,,45.5,2001,1.1,,,316.2,0.087,0.051561222,9033.8,1.4
42-461412920000,RATLIFF 9-7 E 7BL,EARTHSTONE,UPTON,WOLFCAMP B,12/14/2020,8446,362945,22394751,,43,2652,1.5,,,207.1,0.061,0.168943285,8851.2,1.4
42-227403210000,ADAMS 43-6 D 103WA,DIAMONDBACK,HOWARD,WOLFCAMP A,11/14/2020,10053,375534,15992812,,37.4,1591,1,,,294.9,0.063,0.30765854,8249.7,1.6
42-227403570000,LES PAUL F 12LS,CROWNQUEST,HOWARD,LOWER SPRABERRY,5/8/2021,7580,288444,15110396,,38.1,1993,1.3,,,465.9,0.059,0.245159128,7511,1.6
42-173382260000,LACY CREEK 34-27 (ALLOC-F) 6NU,LAREDO,GLASSCOCK,WOLFCAMP A,1/29/2020,10021,561833,23792600,,56.1,2374,1,325,1813,268.8,0.048,0.15587191,7301.4,1.6
42-461413350000,SHAQ K 38-14 4411H,PIONEER,UPTON,WOLFCAMP B,3/28/2020,9887,696733,29046954,,70.5,2938,1,422,2171,247.4,0.06,0.19927423,8980.7,1.4
42-003481860000,UNIVERSITY 7-8G 7H,PIONEER,ANDREWS,MIDDLE SPRABERRY,6/12/2020,10182,534332,15265829,,52.5,1499,0.7,,,262.5,0.074,0.065724785,8985.9,1.6
42-317426360000,MARIENFELD 13-24-B 4104H,PIONEER,MARTIN,WOLFCAMP A,6/2/2020,10055,463785,19409756,,46.1,1930,1,,,206.8,0.072,0.137333911,8645.9,1.7
42-227404220000,BOX 42-55 UNIT 4WA,SURGE OPERATING,HOWARD,WOLFCAMP A,3/2/2020,10199,539844,20189760,,52.9,1980,0.9,420,1047,330.6,0.055,0.221423713,6856,1.6
42-329439960000,GERMANIA E41C 3H,PIONEER,MIDLAND,WOLFCAMP A,1/6/2021,12572,528538,21405698,,42,1703,1,,,218.5,0.063,0.121128744,8752.7,1.5
42-317403760000,SALE RANCH 16H 8H,PIONEER,MARTIN,WOLFCAMP B,11/9/2016,7657,235359,13429249,,30.7,1754,1.4,312,1600,185.8,0.059,0.25595233,9470.8,1.4
42-317405320000,UNIVERSITY 7-2730 S 03SA,DIAMONDBACK,MARTIN,LOWER SPRABERRY,4/27/2017,7394,190108,9917547,,25.7,1341,1.2,248,343,338.6,0.057,0.174101082,9381.4,1.4
42-329396510000,SHACKELFORD E 3305H,PIONEER,MIDLAND,WOLFCAMP A,4/17/2017,9758,469874,17052968,,48.2,1748,0.9,448,2261,232.7,0.08,0.169960358,8857.8,1.7
42-329406670000,RAB DAVIDSON 22D 2713K,OVINTIV,MIDLAND,WOLFCAMP A,5/11/2016,8150,417236,13076448,,51.2,1604,0.8,643,3613,370.3,0.053,0.080420117,9557.6,1.7
42-329409480000,TEXAS TEN Y PU 4008H,PIONEER,MIDLAND,WOLFCAMP A,11/10/2017,10060,510453,25449767,,50.7,2530,1.2,761,1009,245,0.063,0.094133432,9427,1.5
42-329414590000,SPANISH TRAIL 3-10 HZ UNIT 3472H,CONOCOPHILLIPS,MIDLAND,DEAN,4/16/2017,6536,254207,11707760,,38.9,1791,1.1,618,736,189,0.06,0.44438172,9519.9,1.5
42-317405080000,SIDEWAYZER UNIT 1824 4HB,CROWNQUEST,MARTIN,WOLFCAMP B,5/4/2017,7642,370315,9455970,,48.5,1237,0.6,288,1406,157.3,0.064,0.235414197,9591.4,1.4
42-329408010000,RIO GRANDE 25-20SL UNIT 2 5HB,ENDEAVOR,MIDLAND,WOLFCAMP B,12/22/2016,7757,322600,12497704,,41.6,1611,0.9,260,804,196.7,0.054,0.276502488,9806,1.5
42-329408020000,RIO GRANDE 25-20SL UNIT 2 5HA,ENDEAVOR,MIDLAND,WOLFCAMP A,12/22/2016,7502,324386,11856651,,43.2,1580,0.9,817,1082,329.3,0.065,0.130623621,9456.6,1.5
42-329410070000,ST 4008LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,11/5/2019,5920,198476,0,,33.5,0,0,137,762,395.5,0.065,0.174782844,9232.8,1.5
42-317403980000,HOLT RANCH NW 0604H,OVINTIV,MARTIN,LOWER SPRABERRY,6/14/2016,7647,372248,12063770,,48.7,1578,0.8,737,1714,366.7,0.056,0.195592889,9548.6,1.4
42-317404430000,MERRICK UNIT 1 1124SH,EXXON,MARTIN,LOWER SPRABERRY,4/21/2017,10230,552179,17528792,,54,1713,0.8,397,746,416.2,0.056,0.1854325,8366.4,1.4
42-317405480000,SALE RANCH 23G 7H,PIONEER,MARTIN,WOLFCAMP A,6/30/2017,10247,481324,17347071,,47,1693,0.9,,,236.2,0.057,0.203025914,9155,1.4
42-329409000000,PRESTON 18C 3H,PIONEER,MIDLAND,WOLFCAMP C,6/12/2017,10208,548054,16468306,,53.7,1613,0.7,385,2734,413.9,0.054,0.616774318,9382.4,1.5
42-329411190000,ST E UNIT 3804WB,DIAMONDBACK,MIDLAND,WOLFCAMP B,6/7/2017,7511,321887,12282292,,42.9,1635,0.9,1135,1925,115.5,0.079,0.139390885,9870.6,1.5
42-329412540000,BRADFORD 35I 9H,PIONEER,MIDLAND,WOLFCAMP A,5/8/2018,9904,503185,26200341,,50.8,2645,1.2,404,521,367.2,0.065,0.136744762,9135.8,1.5
42-329413450000,SOA SCHARBAUER SE 0053WB,CHEVRON,MIDLAND,WOLFCAMP B,10/17/2017,10282,739081,17421091,,71.9,1694,0.6,459,561,140.9,0.053,0.085514578,9805.8,1.5
42-383397220000,UNIVERSITY CENTRAL 0112JH,RRP OPERATING LLC,REAGAN,WOLFCAMP B,2/11/2017,8038,349179,16033666,,43.4,1995,1.1,186,769,230,0.063,0.40364379,8107.6,1.5
42-383397450000,UNIVERSITY 9 2816WB,SEQUITUR,REAGAN,WOLFCAMP B,5/28/2017,7676,537251,19677165,,70,2563,0.9,411,,345.9,0.06,0.267868024,8285.7,1.5
42-461401150000,BROOK A-5D 4H,PIONEER,UPTON,WOLFCAMP B,9/27/2017,9767,423497,19521395,,43.4,1999,1.1,345,594,264.1,0.07,0.253187322,9165,1.5
42-461404370000,WILMA DORCUS (SA) K 2980WB,SM ENERGY,UPTON,WOLFCAMP B,3/26/2017,7539,466844,14494890,,61.9,1923,0.7,164,2128,127.8,0.059,0.137126853,9860,1.5
